"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Current Station Operator","NAV Canada"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","6158410"
"WMO Identifier","71639"
"TC Identifier","YKZ"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2018-10-01 00:00","2018","10","01","00:00","9.2","","8.7","","97","","1","","14","","6.4","","100.14","","","","","","Rain,Fog"
"2018-10-01 01:00","2018","10","01","01:00","8.8","","8.3","","97","","2","","13","","6.4","","100.15","","","","","","Rain,Fog"
"2018-10-01 02:00","2018","10","01","02:00","8.7","","8.2","","97","","5","","9","","4.0","","100.16","","","","","","Moderate Rain,Fog"
"2018-10-01 03:00","2018","10","01","03:00","8.4","","7.9","","97","","4","","13","","14.5","","100.16","","","","","","Rain"
"2018-10-01 04:00","2018","10","01","04:00","8.4","","7.8","","96","","2","","9","","9.7","","100.28","","","","","","Rain,Fog"
"2018-10-01 05:00","2018","10","01","05:00","8.2","","7.7","","97","","4","","9","","17.7","","100.25","","","","","","Rain,Fog"
"2018-10-01 06:00","2018","10","01","06:00","8.1","","7.2","","94","","9","","9","","19.3","","100.30","","","","","","Rain"
"2018-10-01 07:00","2018","10","01","07:00","7.9","","7.1","","95","","3","","12","","19.3","","100.37","","","","","","Rain"
"2018-10-01 08:00","2018","10","01","08:00","7.7","","6.6","","92","","3","","10","","19.3","","100.44","","","","","","NA"
"2018-10-01 09:00","2018","10","01","09:00","7.9","","6.3","","90","","2","","13","","24.1","","100.51","","","","","","Drizzle"
