"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","6158410"
"WMO Identifier","71639"
"TC Identifier","YKZ"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2018-02-01 00:00","2018","02","01","00:00","-1.1","","-5.2","","73","","36","","1","","24.1","","98.24","","","","-1","","NA"
"2018-02-01 01:00","2018","02","01","01:00","-3.5","","-5.9","","84","","19","","6","","24.1","","98.18","","","","-6","","Mostly Cloudy"
"2018-02-01 02:00","2018","02","01","02:00","-4.0","","-5.7","","88","","36","","2","","24.1","","98.20","","","","-5","","NA"
"2018-02-01 03:00","2018","02","01","03:00","-4.1","","-5.7","","88","","36","","3","","19.3","","98.25","","","","-5","","NA"
"2018-02-01 04:00","2018","02","01","04:00","-2.2","","-4.6","","84","","18","","6","","19.3","","98.19","","","","-5","","Mostly Cloudy"
"2018-02-01 05:00","2018","02","01","05:00","-1.7","","-4.4","","82","","20","","10","","19.3","","98.22","","","","-5","","NA"
"2018-02-01 06:00","2018","02","01","06:00","-0.6","","-4.0","","78","","19","","14","","19.3","","98.15","","","","-5","","NA"
"2018-02-01 07:00","2018","02","01","07:00","-0.2","","-3.5","","78","","20","","17","","19.3","","98.14","","","","-5","","Mostly Cloudy"
"2018-02-01 08:00","2018","02","01","08:00","-0.3","","-3.4","","80","","22","","13","","19.3","","98.14","","","","-4","","NA"
"2018-02-01 09:00","2018","02","01","09:00","0.3","","-3.2","","78","","23","","14","","16.1","","98.21","","","","","","NA"
"2018-02-01 10:00","2018","02","01","10:00","2.4","","-3.0","","68","","22","","13","","24.1","","98.15","","","","","","Mainly Clear"
"2018-02-01 11:00","2018","02","01","11:00","3.8","","-3.4","","59","","21","","25","","24.1","","98.11","","","","","","NA"
"2018-02-01 12:00","2018","02","01","12:00","4.3","","-3.6","","56","","25","","26","","24.1","","98.12","","","","","","NA"
"2018-02-01 13:00","2018","02","01","13:00","3.2","","-5.4","","53","","26","","25","","24.1","","98.13","","","","","","Mostly Cloudy"
"2018-02-01 14:00","2018","02","01","14:00","1.5","","-6.1","","57","","32","","28","","24.1","","98.22","","","","","","NA"
"2018-02-01 15:00","2018","02","01","15:00","-2.5","","-6.8","","73","","33","","35","","17.7","","98.36","","","","-10","","Snow"
"2018-02-01 16:00","2018","02","01","16:00","-3.9","","-8.1","","73","","33","","25","","19.3","","98.55","","","","-11","","Snow"
"2018-02-01 17:00","2018","02","01","17:00","-4.8","","-11.3","","61","","33","","25","","24.1","","98.65","","","","-12","","NA"
"2018-02-01 18:00","2018","02","01","18:00","-6.5","","-12.8","","61","","31","","28","","24.1","","98.79","","","","-15","","NA"
"2018-02-01 19:00","2018","02","01","19:00","-7.1","","-13.7","","60","","32","","24","","24.1","","98.92","","","","-15","","Mainly Clear"
"2018-02-01 20:00","2018","02","01","20:00","-7.9","","-15.5","","55","","30","","22","","24.1","","98.98","","","","-16","","NA"
"2018-02-01 21:00","2018","02","01","21:00","-8.6","","-15.9","","56","","30","","21","","24.1","","99.10","","","","-16","","NA"
"2018-02-01 22:00","2018","02","01","22:00","-9.2","","-15.9","","59","","28","","15","","24.1","","99.20","","","","-16","","Clear"
"2018-02-01 23:00","2018","02","01","23:00","-9.8","","-15.6","","63","","28","","16","","24.1","","99.26","","","","-17","","NA"
"2018-02-02 00:00","2018","02","02","00:00","-10.3","","-15.2","","67","","27","","17","","24.1","","99.30","","","","-18","","NA"
"2018-02-02 01:00","2018","02","02","01:00","-10.6","","-15.2","","70","","27","","11","","24.1","","99.31","","","","-16","","Mainly Clear"
"2018-02-02 02:00","2018","02","02","02:00","-10.3","","-14.2","","73","","26","","12","","24.1","","99.34","","","","-16","","NA"
"2018-02-02 03:00","2018","02","02","03:00","-9.9","","-14.6","","69","","28","","15","","16.1","","99.36","","","","-17","","Snow"
"2018-02-02 04:00","2018","02","02","04:00","-10.4","","-15.9","","64","","30","","17","","16.1","","99.40","","","","-18","","Snow"
"2018-02-02 05:00","2018","02","02","05:00","-13.6","","-17.5","","73","","36","","20","","24.1","","99.54","","","","-22","","Snow"
"2018-02-02 06:00","2018","02","02","06:00","-14.5","","-18.8","","70","","34","","24","","24.1","","99.66","","","","-24","","NA"
"2018-02-02 07:00","2018","02","02","07:00","-15.5","","-20.9","","64","","34","","22","","24.1","","99.77","","","","-25","","Clear"
"2018-02-02 08:00","2018","02","02","08:00","-16.6","","-22.1","","63","","33","","22","","24.1","","99.91","","","","-27","","NA"
"2018-02-02 09:00","2018","02","02","09:00","-16.8","","-23.5","","57","","33","","27","","24.1","","100.02","","","","-28","","NA"
"2018-02-02 10:00","2018","02","02","10:00","-16.7","","-23.5","","56","","34","","23","","24.1","","100.10","","","","-27","","Mainly Clear"
"2018-02-02 11:00","2018","02","02","11:00","-15.4","","-22.6","","55","","32","","19","","24.1","","100.15","","","","-24","","NA"
"2018-02-02 12:00","2018","02","02","12:00","-14.5","","-22.1","","53","","32","","21","","24.1","","100.17","","","","-24","","NA"
"2018-02-02 13:00","2018","02","02","13:00","-13.2","","-20.9","","53","","33","","16","","24.1","","100.16","","","","-21","","Clear"
"2018-02-02 14:00","2018","02","02","14:00","-12.8","","-20.5","","53","","34","","21","","24.1","","100.13","","","","-22","","NA"
