"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","6158410"
"WMO Identifier","71639"
"TC Identifier","YKZ"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2018-01-01 00:00","2018","01","01","00:00","-20.6","","-24.0","","75","","34","","9","","24.1","","100.56","","","","-27","","NA"
"2018-01-01 01:00","2018","01","01","01:00","-21.2","","-24.5","","75","","34","","10","","24.1","","100.54","","","","-29","","Clear"
"2018-01-01 02:00","2018","01","01","02:00","-20.2","","-23.6","","75","","24","","4","","24.1","","100.54","","","","-24","","NA"
"2018-01-01 03:00","2018","01","01","03:00","-20.5","","-23.8","","75","","36","","2","","24.1","","100.52","","","","-22","","NA"
"2018-01-01 04:00","2018","01","01","04:00","-21.1","","-24.2","","77","","36","","2","","24.1","","100.50","","","","-23","","Clear"
"2018-01-01 05:00","2018","01","01","05:00","-20.9","","-23.9","","78","","36","","1","","24.1","","100.45","","","","-22","","NA"
"2018-01-01 06:00","2018","01","01","06:00","-19.8","","-22.7","","78","","12","","5","","24.1","","100.41","","","","-24","","NA"
"2018-01-01 07:00","2018","01","01","07:00","-20.6","","-23.6","","77","","36","","8","","24.1","","100.36","","","","-27","","Mostly Cloudy"
"2018-01-01 08:00","2018","01","01","08:00","-20.6","","-23.6","","77","","1","","5","","24.1","","100.31","","","","-25","","Snow"
"2018-01-01 09:00","2018","01","01","09:00","-20.1","","-23.2","","77","","36","","2","","24.1","","100.26","","","","-22","","NA"
"2018-01-01 10:00","2018","01","01","10:00","-14.2","","-17.6","","76","","25","","17","","24.1","","100.22","","","","-22","","Mostly Cloudy"
"2018-01-01 11:00","2018","01","01","11:00","-11.4","","-16.6","","66","","25","","17","","24.1","","100.19","","","","-19","","NA"
"2018-01-01 12:00","2018","01","01","12:00","-10.3","","-16.4","","61","","25","","18","","24.1","","100.09","","","","-18","","NA"
"2018-01-01 13:00","2018","01","01","13:00","-9.6","","-16.1","","60","","25","","20","","24.1","","100.02","","","","-17","","Mostly Cloudy"
"2018-01-01 14:00","2018","01","01","14:00","-9.3","","-13.8","","70","","27","","13","","24.1","","100.00","","","","-15","","Snow Showers"
"2018-01-01 15:00","2018","01","01","15:00","-9.5","","-18.5","","48","","29","","21","","24.1","","100.04","","","","-17","","NA"
"2018-01-01 16:00","2018","01","01","16:00","-11.5","","-17.0","","64","","31","","17","","24.1","","100.14","","","","-19","","Mainly Clear"
"2018-01-01 17:00","2018","01","01","17:00","-12.3","","-19.4","","56","","31","","16","","24.1","","100.17","","","","-20","","NA"
"2018-01-01 18:00","2018","01","01","18:00","-13.0","","-20.0","","56","","30","","26","","24.1","","100.22","","","","-23","","NA"
"2018-01-01 19:00","2018","01","01","19:00","-13.3","","-21.1","","52","","31","","20","","24.1","","100.28","","","","-22","","Clear"
"2018-01-01 20:00","2018","01","01","20:00","-13.8","","-20.4","","58","","32","","18","","24.1","","100.31","","","","-22","","NA"
"2018-01-01 21:00","2018","01","01","21:00","-16.2","","-20.2","","72","","2","","10","","24.1","","100.38","","","","-23","","NA"
"2018-01-01 22:00","2018","01","01","22:00","-17.6","","-21.2","","74","","3","","8","","24.1","","100.43","","","","-23","","Mainly Clear"
"2018-01-01 23:00","2018","01","01","23:00","-17.5","","-21.2","","73","","3","","6","","24.1","","100.42","","","","-22","","NA"
"2018-01-02 00:00","2018","01","02","00:00","-17.1","","-20.8","","73","","8","","3","","12.9","","100.41","","","","-19","","Snow"
"2018-01-02 01:00","2018","01","02","01:00","-16.6","","-20.3","","73","","8","","3","","12.9","","100.36","","","","-19","","Snow"
"2018-01-02 02:00","2018","01","02","02:00","-16.4","","-19.9","","75","","35","","5","","16.1","","100.32","","","","-20","","Snow"
"2018-01-02 03:00","2018","01","02","03:00","-15.8","","-19.1","","76","","36","","2","","12.9","","100.30","","","","-17","","Snow"
"2018-01-02 04:00","2018","01","02","04:00","-16.4","","-19.3","","78","","36","","1","","19.3","","100.24","","","","-17","","Mostly Cloudy"
"2018-01-02 05:00","2018","01","02","05:00","-11.3","","-13.9","","81","","23","","10","","11.3","","100.19","","","","-17","","Snow"
"2018-01-02 06:00","2018","01","02","06:00","-10.1","","-12.8","","81","","21","","14","","12.9","","100.12","","","","-17","","Snow"
"2018-01-02 07:00","2018","01","02","07:00","-9.3","","-13.2","","73","","25","","24","","24.1","","100.13","","","","-18","","Cloudy"
"2018-01-02 08:00","2018","01","02","08:00","-10.0","","-13.7","","75","","24","","22","","19.3","","100.06","","","","-18","","Snow Showers"
"2018-01-02 09:00","2018","01","02","09:00","-10.8","","-14.4","","75","","23","","20","","19.3","","99.99","","","","-19","","Snow Showers,Blowing Snow"
"2018-01-02 10:00","2018","01","02","10:00","-10.6","","-14.6","","73","","23","","22","","19.3","","99.94","","","","-19","","Snow,Snow Showers,Blowing Snow"
"2018-01-02 11:00","2018","01","02","11:00","-9.3","","-13.6","","71","","25","","21","","19.3","","99.89","","","","-17","","Snow,Blowing Snow"
"2018-01-02 12:00","2018","01","02","12:00","-8.5","","-13.6","","67","","24","","26","","19.3","","99.79","","","","-17","","Snow"
"2018-01-02 13:00","2018","01","02","13:00","-7.9","","-13.2","","66","","25","","20","","19.3","","99.69","","","","-15","","Cloudy"
"2018-01-02 14:00","2018","01","02","14:00","-7.6","","-13.1","","65","","24","","28","","19.3","","99.62","","","","-16","","Snow"
"2018-01-02 15:00","2018","01","02","15:00","-7.7","","-13.3","","64","","24","","22","","19.3","","99.61","","","","-15","","Snow"
"2018-01-02 16:00","2018","01","02","16:00","-8.1","","-13.7","","64","","24","","33","","24.1","","99.64","","","","-17","","Mostly Cloudy"
"2018-01-02 17:00","2018","01","02","17:00","-8.3","","-13.4","","67","","25","","19","","19.3","","99.65","","","","-16","","NA"
"2018-01-02 18:00","2018","01","02","18:00","-9.2","","-13.9","","69","","24","","19","","19.3","","99.71","","","","-17","","Snow"
"2018-01-02 19:00","2018","01","02","19:00","-10.5","","-15.1","","69","","23","","25","","24.1","","99.71","","","","-19","","Snow"
"2018-01-02 20:00","2018","01","02","20:00","-11.1","","-15.4","","71","","24","","19","","24.1","","99.68","","","","-19","","NA"
"2018-01-02 21:00","2018","01","02","21:00","-11.8","","-15.7","","73","","23","","8","","24.1","","99.60","","","","-17","","NA"
"2018-01-02 22:00","2018","01","02","22:00","-11.7","","-16.2","","69","","24","","11","","24.1","","99.57","","","","-18","","Mostly Cloudy"
"2018-01-02 23:00","2018","01","02","23:00","-11.8","","-16.7","","68","","23","","14","","24.1","","99.55","","","","-19","","NA"
"2018-01-03 00:00","2018","01","03","00:00","-12.4","","-17.3","","67","","23","","17","","24.1","","99.56","","","","-20","","NA"
"2018-01-03 01:00","2018","01","03","01:00","-12.9","","-18.7","","62","","24","","13","","24.1","","99.55","","","","-20","","Cloudy"
"2018-01-03 02:00","2018","01","03","02:00","-13.2","","-19.6","","59","","23","","10","","24.1","","99.51","","","","-19","","NA"
"2018-01-03 03:00","2018","01","03","03:00","-13.5","","-20.0","","59","","23","","18","","24.1","","99.50","","","","-22","","NA"
"2018-01-03 04:00","2018","01","03","04:00","-12.9","","-20.9","","52","","23","","19","","24.1","","99.44","","","","-21","","Cloudy"
"2018-01-03 05:00","2018","01","03","05:00","-12.2","","-21.8","","45","","25","","22","","24.1","","99.44","","","","-21","","NA"
"2018-01-03 06:00","2018","01","03","06:00","-12.1","","-21.8","","45","","23","","22","","24.1","","99.40","","","","-21","","NA"
"2018-01-03 07:00","2018","01","03","07:00","-11.6","","-21.3","","45","","23","","16","","24.1","","99.39","","","","-19","","Mostly Cloudy"
"2018-01-03 08:00","2018","01","03","08:00","-11.3","","-20.2","","49","","23","","18","","24.1","","99.39","","","","-19","","NA"
"2018-01-03 09:00","2018","01","03","09:00","-10.6","","-18.9","","51","","21","","13","","24.1","","99.34","","","","-17","","NA"
"2018-01-03 10:00","2018","01","03","10:00","-9.4","","-18.9","","47","","20","","16","","24.1","","99.32","","","","-16","","Mostly Cloudy"
